producto,nutriscore,nova,perfil_aditivos,ns_num,cluster_final
Pâte à tartiner aux noisettes 1kg,e,4,0,5,3
Huile d'Olive,b,1,0,2,1
HERTA LE BON PARIS Jambon à l'étouffée x8 -340g,c,4,0,3,0
Maxi pavo finas lonchas,d,4,0,4,3
Cocktail Tostado 0% Sal Añadida,c,1,0,3,1
Courgettes cuisinées à la provençale d'aucy 380g,a,3,0,1,0
MAGGI Soupe Chinoise 60g,b,4,0,2,0
Vanilla Flavour High Protein Mousse,a,4,3,1,2
Muscly 16,d,1,0,4,1
Rice and Corn Cakes,c,4,0,3,0
سيرجيو كبيرة,e,1,0,5,1
Penne Rigate Integral,a,1,0,1,1
Skyr,b,4,0,2,0
DM Bio Linsenwaffeln 100g 1.35€ 1kg 13.50€,a,3,0,1,0
Medium Egg Noodles,a,3,0,1,0
Maltesers,e,4,0,5,3
Tortitas de arroz con chocolate blanco,e,4,0,5,3
Cocoa Alpha Bites,a,1,0,1,1
Amora Moutarde Douce Verre de Table 230g,e,4,0,5,3
Provençale,a,4,0,1,0
Lentilles Cuisinées Au Chorizo,c,4,0,3,0
Doritos saveur Barbecue,c,4,0,3,0
Pâte brisée margarine aux céréales complètes Bio,d,3,0,4,3
Skir,a,1,0,1,1
Anchor Butter,e,2,0,5,3
Galette de maïs Chocolat Noir,e,3,0,5,3
Activia bifidus nature 0% de mg 125 g x 8,a,1,0,1,1
Galettes 4 céréales bio,b,3,0,2,0
CREME SEMI EPAISSE 25% MAT. GR STERILISE UHT,d,4,0,4,3
Tulipan,d,4,0,4,3
"Gourde 5 fruits (pomme, abricot, pêche, poire, banane)",a,4,0,1,0
Crunchm,b,3,0,2,0
Tomates cerises mélangées,a,1,0,1,1
Ka'ré chocolat noisette,d,4,0,4,3
Pop,d,3,0,4,3
Chocolat noir extra,e,4,0,5,3
Dost,e,3,0,5,3
Pommes - sans sucres ajoutés,a,1,0,1,1
Dipster,d,4,0,4,3
Sucre glace,e,2,0,5,3
Cœur de Burger Louisiana spicy,a,4,0,1,0
French Inspired Lentils,b,4,0,2,0
Yaourt nature,a,1,0,1,1
Hazelnut Cocoa Spread,a,4,0,1,0
tomato ketchup,d,3,0,4,3
Pâte à tartiner noisettes  et cacao,e,4,0,5,3
Margarine Végétale Doux,d,4,0,4,3
Prinzenrolle,e,4,0,5,3
Peanut Butter 100% Cacahuetes,a,1,0,1,1
Allumettes Végé Haricots Rouges Natures,c,4,0,3,0
Rana 4 fromages,c,4,0,3,0
Croq'Fondant,b,4,0,2,0
Skyr vanille à boire,a,4,0,1,0
GREEC Nature,c,1,0,3,1
Muesli aux fruits,c,1,0,3,1
Jaffa Cakes,e,4,0,5,3
Crème fraîche entière 30%MG,d,1,0,4,1
Spiced biscuits,e,4,0,5,3
all butter shortbread fingers,e,3,0,5,3
Quesitos,d,4,0,4,3
Classic Houmous,b,3,0,2,0
"Fromage Blanc 3,1%",a,3,0,1,0
Sauce tomate cuisinée oignons & ail,d,4,0,4,3
Taboule oriental 500g,c,4,0,3,0
Le thon blanc au naturel germon,a,3,0,1,0
P'tite danette chocolat et lait 70 g x 6,c,4,0,3,0
Danonino aux fruits fraise framboise abricot 100 g x 6,c,4,0,3,0
Riz basmati du Penjab,b,1,0,2,1
Extra velouté blanc,e,4,0,5,3
Courgettes à la Provençale 4/4,a,3,0,1,0
Comté,d,3,0,4,3
Cuisine riz et soja a l'espagnole,b,3,0,2,0
Galettes au bon beurre,a,4,0,1,0
Paysan Breton - 12 Crêpes,e,4,0,5,3
Manteiga Magra com sal,e,4,0,5,3
Meersalz Butter,e,2,0,5,3
Beurre tendre Doux,e,2,0,5,3
Pâte à Pizza Fine et ronde,d,4,0,4,3
Amora Ketchup Nature Flacon Souple 850g,e,4,0,5,3
Oasis sorbet Tropical,c,4,0,3,0
Coeurs de palmiers,a,3,0,1,0
Fromage frais onctueux,c,3,0,3,0
"Beurre doux 82%mg, plaquette de 250g",e,2,0,5,3
Pâte à tarte feuilletée ronde prête à dérouler 230g,d,3,0,4,3
Pains au lait x10,d,4,0,4,3
Foies de volailles confits,d,4,0,4,3
Fondant au chocolat,e,3,0,5,3
Galettes Bretonnes au beurre de baratte,e,3,0,5,3
Riz au lait,c,3,0,3,0
Sandwich Les Minis jambon emmental,d,4,0,4,3
Le Carré Crémeux,d,4,0,4,3
Chips saveur côte de boeuf grillée,d,4,0,4,3
Beurre de Bretagne demi sel,e,2,0,5,3
Notre fromage blanc nature,a,1,0,1,1
Ratatouille à la provençale,a,4,0,1,0
100% pur jus orange sans pulpe,c,1,0,3,1
Sauce vinaigrette Vinaigre balsamique Huile d'olive vierge extra 5%,d,2,0,4,3
Barres GOURMANDES,d,4,0,4,3
La galette bretonne pur beurre,e,4,0,5,3
Dessert de poires williams avec morceaux,a,3,0,1,0
Chucrut al estilo bávaro,c,3,0,3,0
Vital-Kerne-Mix,a,1,0,1,1
Kinderriegel,e,4,0,5,3
Organic Tomato Ketchup,d,3,0,4,3
Skyr,a,3,0,1,0
Sante Tropical Muesli Whole Grain Oat 350G,c,4,0,3,0
"Couscous, fin",a,1,0,1,1
белый шок.Тоблерон,e,4,0,5,3
Ferrero collection,e,1,0,5,1
Caviar de Tomates à l'Ail,c,4,0,3,0
Acqua naturale naturale,a,1,0,1,1
Sauce Andalouse,e,4,0,5,3
Tortilla chips chili,c,4,0,3,0
Panecillos cereales y semillas,c,4,0,3,0
Fuetec Original,e,4,0,5,3
Tomate frito estilo casero,b,3,0,2,0
Sardinillas en aceite de oliva,d,3,0,4,3
Knorr Soupe Liquide Douceur à l'Italienne Tomates Mozzarella 1L,c,4,0,3,0
Harina Fina de Maíz,c,2,0,3,1
Amora Sauce Pommes Frites Flacon Souple 260g,d,4,0,4,3
Tomato Ketchup Zero Sugar & Salt,b,4,0,2,0
Coconut Milk,e,4,0,5,3
Amande,b,4,0,2,0
CACAHUÈTES GRILLEES SALEES,a,3,0,1,0
Hummus con pimiento del piquillo asado,b,3,0,2,0
Thé vert glacé saveur citron vert & menthe,d,4,0,4,3
Pralinutta,d,4,0,4,3
Napój gazowany o smaku cola,c,4,3,3,2
Guacamole,c,3,3,3,2
velouté de potiron et châtaigne,b,3,0,2,0
Crème dessert Saveur Vanille,c,4,0,3,0
Chips paysannes nature,d,3,0,4,3
Thumsup,e,4,3,5,2
Gnocchis aux pommes de terre,c,3,0,3,0
Amandes grillees,a,1,0,1,1
Greek Recipe Strained Natural Yogurt,b,1,0,2,1
Grainéa chocolat au 5 céréales,d,4,0,4,3
Fond de Volaille boîte,b,4,0,2,0
Lben Pasteurisé,b,1,0,2,1
Tartines craquantes multicéréales bio,c,3,0,3,0
Touche de Thé noir,c,4,0,3,0
Mix cereales 0% azúcares añadidos,a,4,0,1,0
"FROMAGE BLANC 3,2% NATURE CALIN EXTRA",b,1,0,2,1
Muesli Croustillant Noisettes,a,3,0,1,0
Castañas cocidas y peladas,a,1,0,1,1
Biscuits fourrés au chocolat au lait,e,4,0,5,3
Cheerios,c,3,0,3,0
Settembrini mb 300g,e,4,0,5,3
Graines de Chia,a,1,0,1,1
Hüttenkäse Original,b,1,0,2,1
Fromage blanc Vanille,a,4,3,1,2
Rosemary & Sea Salt Sourdough Crackers,c,3,0,3,0
Râpé Gran Vegiano,e,4,0,5,3
Savane max de sensations,d,4,0,4,3
Filets de maquereaux au naturel,b,3,0,2,0
Sauce pesto vert basilic,d,4,0,4,3
Shortbread Fingers,e,4,0,5,3
Skyr nature,a,1,0,1,1
Pulpy Orange,e,4,3,5,2
Puré de tomate,a,3,0,1,0
Panier de yoplait aux morceaux de fruits,c,4,0,3,0
Gewürz Ketchup Curry,d,4,0,4,3
Petits pain au Froment,c,4,0,3,0
,b,4,0,2,0
Sauce tomate provençale,b,4,0,2,0
Knaggies 100% végétal,c,4,0,3,0
Feastables - Milk Crunch,e,3,0,5,3
Ravioli au jambon de parme et burrata,d,4,0,4,3
All Butter Scottish Shortbread Fingers,e,3,0,5,3
Les croustillantes Seigle,b,3,0,2,0
"Spécialité Laitière Framboise, Grenade, Baies de Goji",a,4,0,1,0
Le Tranché Fin - Dégustation - 25% de sel*,c,4,0,3,0
Schär Maestro essentiel,a,4,0,1,0
Velouté de 7 légumes,c,4,0,3,0
Panzani sauce tomate cuisinees panzani 210g,a,4,0,1,0
Fromage à tartiner,d,4,0,4,3
Kinder Pingui,e,4,0,5,3
Purified Water,b,1,0,2,1
Best Of Crackers Croquants,e,4,0,5,3
Pechuga de pavo reducido en sal finas lonchas,a,1,0,1,1
Pâte à tartiner Noisettes et Cacao Bio et équitable,e,4,0,5,3
Huile d'olive vierge extra,b,2,0,2,1
Apéricube Cocktail 48C,d,4,0,4,3
Boursin portions garlic & herbs,d,3,0,4,3
Berry Delight,d,4,0,4,3
PEANUT BUTTER STUFFED OAT BARS,d,3,0,4,3
Fluide & Légère 4%MG,b,4,0,2,0
Compotée fraises & framboises,a,4,0,1,0
Tortillas de Maíz,c,4,0,3,0
Skyr,b,4,0,2,0
Bio organic avoine cuisine,b,4,0,2,0
Desconocido,c,1,0,3,1
Lu thé pocket,e,4,0,5,3
Tartelettes au chocolat sans sucres,d,4,0,4,3
Chips Saveur Sauce Pommes Frites,a,4,0,1,0
Epinards SRP 750G,a,1,0,1,1
Lait de coco fluide bio,e,4,0,5,3
Pizza del gusto chorizo,c,4,0,3,0
Œufs de poules élevées en plein air Conformément au mode de production biologique,a,1,0,1,1
Délice pistache amande,e,4,0,5,3
Absolute black dark chocolate,d,3,0,4,3
Toasts apero campagne,c,4,0,3,0
Filet de maquereaux au vin blanc et aromates,b,3,0,2,0
Chocolat noir et amandes caramélisées Monoprix Bio,c,4,0,3,0
Nutella,e,1,0,5,1
Galettes de lentilles corail bio butternut coco,b,4,0,2,0
NESTLE DESSERT Pâte à tartiner 340g,e,4,0,5,3
Kimchi Lactofermenté,b,3,0,2,0
Sauce Bolognaise,a,3,0,1,0
"Grainéa Abricot barres aux 5 céréales Maîs,Blé, Seigle, Riz  x 6 barres",c,4,0,3,0
Tendre Croc' L'original Jambon et Fromage x2,d,4,0,4,3
Krounchy Muesli croustillant,a,3,0,1,0
Raïbi,e,1,0,5,1
Sardines au naturel,b,3,0,2,0
Blanc de poulet 100% filet,b,4,0,2,0
Rillettes de thon aux olives vertes,b,4,0,2,0
Just au Four Express,c,4,0,3,0
Biscuits fourrés à la noisettes et cacao sans sucre,d,4,0,4,3
Gourmand & Végétal Délice Chocolat,c,4,0,3,0
almendra,c,4,0,3,0
Pate à tartiner aux noisettes 750g,e,4,0,5,3
Mix choco con cereales integrales,a,4,0,1,0
"Jambon Supérieur sans couenne Conservation Sans Nitrite - x4 tranches,140g",d,4,0,4,3
"Confiture fraise 65% de fruits, 320g",d,4,0,4,3
Tortilla wraps,c,4,0,3,0
POM'POTES Compotes Gourdes BIO Pomme Nature 12x90g,a,1,0,1,1
gressins sésame,d,3,0,4,3
Mozzarella les croisés,c,3,0,3,0
Mouliné de nos campagnes Légumes de France,b,3,0,2,0
Tortillas chips Nacho cheese,c,4,0,3,0
Savane Max Barr',e,4,0,5,3
Houmous tradition,c,3,0,3,0
Ready Salted Crisps,d,3,0,4,3
Riz long basmati paquet aluminisé de 500g,b,1,0,2,1
TIC TAC Fresh Mint,e,4,0,5,3
Nocilla,e,4,0,5,3
"NESCAFÉ® Cappuccino Vanille, Café soluble, Boîte de 276g",c,4,0,3,0
Emmental français,c,3,0,3,0
Secret de mousse,d,4,0,4,3
Skyr naturel,a,3,0,1,0
Bonbons Tic Tac 100 pastilles menthe extra fraiche - 49g,e,4,0,5,3
Loacker,e,4,0,5,3
Tomato ketchup,d,4,0,4,3
Huile dolives,b,2,0,2,1
Le Kebab de Poulet et sa Semoule à l'Orientale,c,4,0,3,0
Peanut Butter Crunch,a,4,0,1,0
Heritage Flakes,c,3,0,3,0
Boisson pétillante saveur citron,b,4,0,2,0
Capri-Sonne - Multivitamin,d,4,0,4,3
Carré president 6 portion,d,3,0,4,3
St hubert 41 500 g doux ss hdp,d,4,3,4,2
"Muesli Énergie (cacao, banane, guarana)",a,1,0,1,1
Hohos,e,4,0,5,3
Scandalous Seeds Wholemeal Loaf,a,3,0,1,0
Cornflakes,d,3,0,4,3
Dark Maple Syrup,e,2,0,5,3
Riche en omega 3 doux,c,4,0,3,0
Skyr,a,1,0,1,1
Biscoff Crunchy,e,4,0,5,3
Desconocido,c,4,0,3,0
Desconocido,e,1,0,5,1
Sprite,e,4,0,5,3
Original Oreo,e,4,0,5,3
Émincé de poulet rôti,b,4,0,2,0
6 Wholemeal Pitta Breads,a,3,0,1,0
Oat Milk (Barista Style),c,4,0,3,0
Organic Butter & Rapeseed Oil Spread,e,3,0,5,3
Lentilles vertes faciles,a,1,0,1,1
Belépi,e,1,0,5,1
Coca-Cola Gust Original,e,4,3,5,2
Leche De Almendras,a,4,0,1,0
Yaourts entier NATURE issu de l'agriculture biologique,b,3,0,2,0
Wraps Blé Complet,c,4,0,3,0
Lindt Excellence Milk Chocolate 100g,e,4,0,5,3
Hot Kickin' Sour Cream Flavour,c,4,0,3,0
Mayonnaise à la moutarde de Dijon,e,4,0,5,3
Filets de MAQUEREAUX BLANCS À LA MOUTARDE À L'ANCIENNE,b,4,0,2,0
Granola Bar Vanilla & White Cream,d,4,0,4,3
Riz long grain,b,1,0,2,1
Nesquik,c,4,0,3,0
Aros avena crujientes,a,1,0,1,1
belVita BREAKFAST Cocoa with choc chips,d,4,0,4,3
Bouillon Légumes Méditerranéens,c,4,0,3,0
Grainéa Muesli 5 Fruits,d,4,0,4,3
Besbassa,a,4,0,1,0
Bisuit sans sucres fibre,b,4,0,2,0
Le Sfoglie,d,4,0,4,3
Muesli CroustillantNoix,c,4,0,3,0
"Fitline Natur 0,2% Fett",a,4,0,1,0
tartines craquantes riz et quinoa,c,3,0,3,0
Hazelnut Spread with Cocoa,e,4,0,5,3
Pesto poivron ricotta,d,4,0,4,3
omega 3 fish fingers,b,3,0,2,0
,c,1,0,3,1
Chips Saveur Sauce Curry,d,4,0,4,3
Fromage Frais,b,3,0,2,0
perle de lait citron,c,4,0,3,0
Barres de céréales pommes et framboises,c,4,0,3,0
Snickers x10,e,4,0,5,3
Minute maid orange,c,1,0,3,1
Puglian Extra Virgin Oil,b,2,0,2,1
"Gnocchetti au poulet, crème au parmesan, parmigiano reggiano AOP et tomates marinées",d,3,0,4,3
Croûton Provençal aux céréales,d,4,0,4,3
Tortillas de Blé,c,4,0,3,0
Ferme vanille,b,1,0,2,1
Tuile goût crème oignons,d,4,0,4,3
Sardines à l'huile d'olive vierge extra,b,3,0,2,0
Filets de thon,a,3,0,1,0
Savoiardi,d,4,0,4,3
Wholemeal Seeded Loaf,a,4,0,1,0
Desconocido,b,1,0,2,1
Dessert noir,e,4,0,5,3
Hachis végé parmentier,c,3,0,3,0
Chips falafels,d,4,0,4,3
Taboule csg legumes grilles 250g,b,3,0,2,0
Pop & crisp,c,1,0,3,1
Skyr nature - 900G,a,1,0,1,1
20-20,e,1,0,5,1
,d,1,0,4,1
,a,4,0,1,0
Organic Houmous ~ With added extra virgin olive oil,c,3,0,3,0
Blueberry Fig Bar,d,4,0,4,3
Betteraves rouges à l'échalote,a,4,0,1,0
,a,4,3,1,2
Glass Noodles,c,1,0,3,1
Velouté 10 légumes,b,4,0,2,0
Emmental,c,3,0,3,0
Lait,b,1,0,2,1
Tortilla Chips Saveur Chili,c,4,0,3,0
POM'POTES Compotes Gourdes Pomme Nature 12x90g,a,4,0,1,0
Petits pois & Carottes extra fins,a,3,0,1,0
Au Coeur de la région Piémontaise,c,4,0,3,0
Panzani - Torti Tomates & Épinards,a,1,0,1,1
Spaghetti,a,1,0,1,1
Vivien Paille Lentilles vertes le paquet de 500 g,a,1,0,1,1
Milka - Riz croustillant,e,4,0,5,3
PATE FEUILLETEE MGV 230g,d,3,0,4,3
CONFITURE EXTRA de fraises ALLEGEE 50% fruits,d,4,0,4,3
Cancoillotte a l'ail 250g,c,4,0,3,0
Quaker Muesli Croustillant Myrtilles & baies de goji,b,4,0,2,0
Pâtes de fruits,d,4,0,4,3
QUINOA BLOND 400g,a,1,0,1,1
Pains au lait BIO,d,4,0,4,3
PRUNEAU  D\'AGEN,c,1,0,3,1
Soya cuisine,b,4,0,2,0
Confiture d'abricots au sucre de canne,d,4,0,4,3
St. Môret Frischkäse Nature,d,4,0,4,3
porc au caramel,c,3,0,3,0
Haricots verts Extra-fins,a,3,0,1,0
L'Écrasé de pommes de terre,c,3,0,3,0
Spaghetti au blé complet,a,1,0,1,1
Riz Coco,e,3,0,5,3
Lentilles corail,a,1,0,1,1
100% pur jus de pomme trouble,c,1,0,3,1
La craquante,c,3,0,3,0
Cheddar crf,d,4,0,4,3
Bûche de chèvre Bio,d,3,0,4,3
Velouté de légumes saveur du Sud,b,3,0,2,0
Comté,d,3,0,4,3
Les Palets Recette à la Madeleine,e,4,0,5,3
Stylesse Chocolat Noir,d,4,0,4,3
Chocolat noir,d,4,0,4,3
Camembert,d,3,0,4,3
Filets de Maquereaux (Aromates et Muscadet),b,4,0,2,0
Velouté de jardinière de légumes,c,4,0,3,0
Cordon bleu de dinde,c,4,0,3,0
Quinoa Blé et Perles,b,4,0,2,0
Gourmand & Végétal Brassé framboise,c,4,0,3,0
Ma semoule au lait et à la Vanille Naturelle,c,4,0,3,0
Nestlé Pure Life,a,1,0,1,1
Nouilles aux œufs,d,3,0,4,3
Galette bretonne pur beurre (16),e,3,0,5,3
Lait de coco 15 % 400 ml,e,4,0,5,3
"Houmous lentille corail, carotte & cumin",c,3,0,3,0
Werther's Original Popcorn Classic Caramel,e,4,0,5,3
Oatibix,a,3,0,1,0
Peanut Butter,c,3,0,3,0
Mince,a,4,0,1,0
Extra original,d,3,0,4,3
Barres de Céréales Extra Kellogg's Miel - 4x32g,d,4,0,4,3
Rice Snaps,c,3,0,3,0
Bebida isotónica limón zero azúcar,c,4,3,3,2
Elephant Pretzels With Salt,e,4,0,5,3
Lindet choco swis dark 2yrs prod,e,1,0,5,1
Petit écolier,e,4,0,5,3
Mozzarella di latte di Bufala,d,3,0,4,3
Olio extra vergine di oliva - Classico,b,2,0,2,1
pizza sauce,a,3,0,1,0
Spaghetti grossi - No. 5,a,1,0,1,1
Vitalday Crocant Chocolate,d,4,0,4,3
Pan Bauletto al Grano Duro,c,4,0,3,0
Gullon Maria Dorada,c,4,0,3,0
Yogur Bebible Fresa y Plátano,e,4,0,5,3
Queso especial pasta,d,4,0,4,3
Queso lonchas suave,d,4,0,4,3
Linx,c,1,0,3,1
Chiquilín 0% azúcares,c,4,0,3,0
Limón exprimido,b,1,0,2,1
,e,1,0,5,1
Arroz basmati aromático,b,1,0,2,1
Mops chocolat,c,3,0,3,0
Fig Rolls,d,4,0,4,3
SKYR Myrtille,b,4,0,2,0
Lentilles bio,b,3,0,2,0
Bio bebida de avena,c,3,0,3,0
Wafers chocolate 0% azúcares,c,4,0,3,0
Palomitas Pipocas Microondas Sal,d,3,0,4,3
Piña en su Jugo,a,1,0,1,1
kefir bianco,c,3,0,3,0
SEMI OAT DRINK,c,3,0,3,0
María choco,d,4,0,4,3
BUTTER WITH VEGETABLE OIL BLENDED SPREAD 66%,e,2,0,5,3
Traditional Dairy Ice Cream,d,4,0,4,3
Galletas Maria Sin Gluten,d,4,0,4,3
Iaur grecesc,c,1,0,3,1
beurre de noix mélangées avec graines,a,1,0,1,1
Kokosöl nativ,e,2,0,5,3
MINOR FIGURES BARISTA OAT (ORGANIC),c,3,0,3,0
Pâte feuilletée,d,3,0,4,3
Purée pomme poire sans sucres ajoutés 625g,a,1,0,1,1
Thé vert en filaments,b,1,0,2,1
Jambon sup bio dd csn 4t 140g ranou,d,4,0,4,3
"Les Veggies : 2 galettes soja, tomate, basilic",a,4,0,1,0
Beurre de cacahuètes chocolat noir Bio,c,3,0,3,0
Veloute de tomates,b,4,0,2,0
"Barres Pomme aux 5 céréales Seigle, Avoine, Maïs, Blé, Riz x 6",c,4,0,3,0
Purée de pommes de terre à l'emmental,c,3,0,3,0
Love Corn Salt & Vinegat,c,3,0,3,0
Tartines croustillantes sésame 250g,a,3,0,1,0
Biscotti Al Cioccolato,d,1,0,4,1
Brioche vendéenne tranchée IGP,e,4,0,5,3
Mayonnaise 5 ingrédients,d,3,0,4,3
Miel de France,e,2,0,5,3
Mayonesa,e,4,0,5,3
Pizza Margherita Steinofen,c,3,0,3,0
Pastabox saumon,c,3,0,3,0
Sauce tomate bio vegan bolognese style,a,4,0,1,0
Oat Barista Blend,c,4,0,3,0
Haribo dragolo,e,4,1,5,3
Le Petit Beurre,e,4,0,5,3
